Plot,Total_Cover,Scientific_name,Species_name,Sp_Cover,Flower,Fruit,Seedling_Only,Canopy_Cover,Intercept_Rank,Collected,Unkn_No.(MCG001),Comments,Date,Botanist,Assistant,Clean up Notes
265,"""76-95""",Euphorbia corollata,flowering spurge,"""1-5""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Euphorbia esula,leafy spurge,"""6-25""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Helianthus grosseserratus,Saw-tooth Sunflower,"""<1""",Y,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Lespedeza capitata,roundhead lespedeza,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,Y,NA,NA,3,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Rudbeckia hirta,blackeyed Susan,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Solidago canadensis,Canada goldenrod,"""26-50""",Y,NA,NA,NA,1,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Sorghastrum nutans,Indiangrass,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Symphyotrichum lanceolatum,white panicled American aster,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
265,"""76-95""",Viola sp.,voilet sp.,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
266,"""76-95""",Andropogon gerardi,big bluestem,"""1-5""",NA,Y,NA,NA,2,,,,9/9/21,Mary-Claire,,
266,"""76-95""",Arnoglossum atriplicifolium,pale Indian plantain,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
266,"""76-95""",Celastrus orbiculatus,Oriental bittersweet,"""76-95""",NA,NA,NA,NA,1,,,,9/9/21,Mary-Claire,,
266,"""76-95""",Cornus racemosa,gray dogwood,"""6-25""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
266,"""76-95""",Desmodium canadense,showy ticktrefoil,"""1-5""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
266,"""76-95""",Dichanthelium leibergii,Leiberg's panicum,"""6-25""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
266,"""76-95""",Euphorbia esula,leafy spurge,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
266,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
266,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
266,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Andropogon gerardi,big bluestem,"""1-5""",NA,Y,NA,NA,3,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Arnoglossum atriplicifolium,pale Indian plantain,"""6-25""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Cornus racemosa,gray dogwood,"""6-25""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Desmodium canadense,showy ticktrefoil,"""6-25""",NA,Y,NA,NA,1,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Erigeron strigosus,prairie fleabane,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Euphorbia corollata,flowering spurge,"""<1""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Euphorbia esula,leafy spurge,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Hypericum perforatum,common St. Johnswort,"""26-50""",NA,Y,NA,NA,2,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Monarda fistulosa,wild bergamot,"""6-25""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""1-5""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Solidago canadensis,Canada goldenrod,"""1-5""",Y,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Solidago juncea,early goldenrod,"""6-25""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Sorghastrum nutans,Indiangrass,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
267,"""76-95""",Teucrium canadense,Canada germander,"""<1""",NA,NA,Y,NA,NA,,,,9/9/21,Mary-Claire,,
268,"""76-95""",Agrostis gigantea,redtop,"""<1""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
268,"""76-95""",Andropogon gerardi,big bluestem,"""6-25""",NA,Y,NA,NA,4,,,,9/9/21,Mary-Claire,,
268,"""76-95""",Cirsium discolor,field thistle,"""26-50""",NA,NA,NA,NA,2,,,,9/9/21,Mary-Claire,,
268,"""76-95""",Desmodium canadense,showy ticktrefoil,"""51-75""",NA,Y,NA,NA,3,,,,9/9/21,Mary-Claire,,
268,"""76-95""",Hypericum perforatum,common St. Johnswort,"""1-5""",Y,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
268,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
268,"""76-95""",Solidago canadensis,Canada goldenrod,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
268,"""76-95""",Sorghastrum nutans,Indiangrass,"""6-25""",NA,Y,NA,NA,1,,,,9/9/21,Mary-Claire,,
268,"""76-95""",Symphyotrichum lateriflorum,calico aster,"""1-5""",Y,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Agrostis gigantea,redtop,"""26-50""",NA,Y,NA,NA,3,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Andropogon gerardi,big bluestem,"""6-25""",NA,NA,NA,NA,1,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Arnoglossum atriplicifolium,pale Indian plantain,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Baptisia alba,white wild indigo,"""6-25""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Cirsium discolor,field thistle,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Erigeron annuus,eastern daisy fleabane,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Erigeron strigosus,prairie fleabane,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Euphorbia esula,leafy spurge,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Hypericum perforatum,common St. Johnswort,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Liatris aspera,tall blazing star,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Prunus serotina,black cherry,"""<1""",NA,NA,Y,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Silphium integrifolium,wholeleaf rosinweed,"""<1""",NA,NA,Y,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Solidago gigantea,giant goldenrod,"""6-25""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Sorghastrum nutans,Indiangrass,"""6-25""",Y,NA,NA,NA,2,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Symphyotrichum lateriflorum,calico aster,"""1-5""",Y,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
269,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Agrostis gigantea,redtop,"""1-5""",NA,Y,NA,NA,3,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Andropogon gerardi,big bluestem,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Anemone virginiana,tall thimbleweed,"""<1""",NA,NA,Y,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Arnoglossum atriplicifolium,pale Indian plantain,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Asclepias syriaca,common milkweed,"""6-25""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Cirsium discolor,field thistle,"""<1""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Erigeron annuus,eastern daisy fleabane,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Euphorbia esula,leafy spurge,"""6-25""",NA,Y,NA,NA,4,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Lespedeza capitata,roundhead lespedeza,"""1-5""",NA,NA,NA,NA,5,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Monarda fistulosa,wild bergamot,"""1-5""",NA,Y,NA,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Rubus occidentalis,black raspberry,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Rudbeckia hirta,blackeyed Susan,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Silphium laciniatum,compassplant,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",Y,NA,NA,NA,1,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Solidago gigantea,giant goldenrod,"""6-25""",Y,NA,NA,NA,2,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Symphyotrichum lateriflorum,calico aster,"""1-5""",Y,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
270,"""76-95""",Toxicodendron radicans,eastern poison ivy,"""1-5""",NA,NA,NA,NA,NA,,,,9/9/21,Mary-Claire,,
271,"""96-100""",Agrostis stolonifera,creeping bentgrass,"""<1""",NA,NA,NA,NA,NA,Y,,possible  lovegrass,6/22/21,Isaac,,
271,"""96-100""",Asclepias syriaca,common milkweed,"""6-25""",Y,NA,NA,NA,NA,,,,6/22/21,Isaac,,
271,"""96-100""",Circaea canadensis,broadleaf enchanter's nightshade,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
271,"""96-100""",Cornus racemosa,gray dogwood,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
271,"""96-100""",Erigeron annuus,eastern daisy fleabane,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
271,"""96-100""",Monarda fistulosa,wild bergamot,"""6-25""",NA,NA,NA,NA,1,,,,6/22/21,Isaac,,
271,"""96-100""",Rosa arkansana,prairie rose,"""6-25""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
271,"""96-100""",Rudbeckia hirta,blackeyed Susan,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
271,"""96-100""",Solidago canadensis,Canada goldenrod,"""1-5""",NA,NA,NA,NA,1,,,,6/22/21,Isaac,,
271,"""96-100""",Solidago gigantea,giant goldenrod,"""6-25""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
271,"""96-100""",Symphyotrichum lateriflorum,calico aster,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
271,"""96-100""",Thalictrum dioicum,early meadow-rue,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
271,"""96-100""",Toxicodendron radicans,eastern poison ivy,"""6-25""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
271,"""96-100""",Viola sp.,voilet sp.,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
272,"""76-95""",Carex sp.,sedge sp.,"""1-5""",NA,NA,NA,NA,6,Y,,"Brown base no fibers, branching at base, med to bluish green 2mm wide, outer sheath clear slight u,inner sheath inverted V 1.5 mm",6/22/21,Mary-Claire,,
272,"""76-95""",Cirsium discolor,field thistle,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Cornus racemosa,gray dogwood,"""6-25""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Erigeron annuus,eastern daisy fleabane,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Euphorbia corollata,flowering spurge,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Frangula alnus,glossy buckthorn,"""1-5""",NA,NA,NA,NA,4,Y,,,6/22/21,Mary-Claire,,
272,"""76-95""",Galium triflorum,fragrant bedstraw,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Gentiana alba,cream gentian,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Hypericum perforatum,common St. Johnswort,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Lactuca canadensis,Canada lettuce,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Monarda fistulosa,wild bergamot,"""6-25""",NA,NA,NA,NA,3,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Parthenium integrifolium,wild quinine,"""26-50""",Y,NA,NA,NA,1,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Rudbeckia hirta,blackeyed Susan,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Solidago canadensis,Canada goldenrod,"""6-25""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Solidago gigantea,giant goldenrod,"""6-25""",NA,NA,NA,NA,2,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Symphyotrichum lateriflorum,calico aster,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Symphyotrichum novae-angliae,New England aster,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Trifolium hybridum,alsike clover,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
272,"""76-95""",Agrostis gigantea,redtop,"""6-25""",NA,Y,NA,NA,5,Y,,"Panicle head grass, broad sparse bluish leaves, checked by Ted Cochrane",6/22/21,Mary-Claire,,IDed by Ted Cochrane 3/7/22
273,"""51-75""",Achillea millefolium,common yarrow,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
273,"""51-75""",Agrostis stolonifera,creeping bentgrass,"""1-5""",NA,NA,NA,NA,3,,,grass same as plot 71,6/22/21,Isaac,,
273,"""51-75""",Antennaria plantaginifolia,plantain pussytoes,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
273,"""51-75""",Carex sp.,sedge sp.,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
273,"""51-75""",Euphorbia corollata,flowering spurge,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
273,"""51-75""",Helianthus grosseserratus,Saw-tooth Sunflower,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
273,"""51-75""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
273,"""51-75""",Poa compressa,Canada bluegrass,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
273,"""51-75""",Rhus glabra,smooth sumac,"""1-5""",NA,NA,NA,NA,NA,Y,,,6/22/21,Isaac,,
273,"""51-75""",Rosa arkansana,prairie rose,"""6-25""",NA,NA,NA,NA,2,,,,6/22/21,Isaac,,
273,"""51-75""",Rudbeckia hirta,blackeyed Susan,"""1-5""",Y,NA,NA,NA,NA,,,,6/22/21,Isaac,,
273,"""51-75""",Solidago canadensis,Canada goldenrod,"""26-50""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
273,"""51-75""",Symphyotrichum lateriflorum,calico aster,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
273,"""51-75""",Trifolium hybridum,alsike clover,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
274,"""51-75""",Achillea millefolium,common yarrow,"""1-5""",Y,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Ageratina altissima,white snakeroot,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Antennaria plantaginifolia,plantain pussytoes,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Desmodium canadense,showy ticktrefoil,"""6-25""",NA,NA,NA,NA,1,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Dichanthelium acuminatum,tapered rosette grass,"""6-25""",NA,Y,NA,NA,2,Y,,,6/22/21,Mary-Claire,,
274,"""51-75""",Erigeron annuus,eastern daisy fleabane,"""1-5""",Y,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Galium triflorum,fragrant bedstraw,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Juncus tenuis,poverty rush,"""1-5""",NA,Y,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Lespedeza capitata,roundhead lespedeza,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Rhus glabra,smooth sumac,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Rudbeckia hirta,blackeyed Susan,"""1-5""",Y,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Solidago canadensis,Canada goldenrod,"""26-50""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Solidago gigantea,giant goldenrod,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Symphyotrichum lateriflorum,calico aster,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Tradescantia ohiensis,bluejacket,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Trifolium hybridum,alsike clover,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
274,"""51-75""",Unknown grass,Unknown grass,"""1-5""",NA,NA,NA,NA,NA,,,"same grass As 272,271, lemmas have barbs shiny and red tinged",6/22/21,Mary-Claire,,
275,"""76-95""",Achillea millefolium,common yarrow,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Ageratina altissima,white snakeroot,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Carex sp.,sedge sp.,"""<1""",NA,NA,NA,NA,NA,Y,,"Yellowish 2.5 mm wide, branching spread, outer sheath clear slight dip",6/22/21,Mary-Claire,,
275,"""76-95""",Celastrus orbiculatus,Oriental bittersweet,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Circaea canadensis,broadleaf enchanter's nightshade,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Cirsium discolor,field thistle,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Cuscuta gronovii,scaldweed,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Galium triflorum,fragrant bedstraw,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Hackelia virginiana,beggarslice,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Impatiens capensis,jewelweed,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Oxalis stricta,common yellow oxalis,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Rubus allegheniensis,Allegheny blackberry,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Rudbeckia hirta,blackeyed Susan,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Rumex crispus,curly dock,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Solidago canadensis,Canada goldenrod,"""76-95""",NA,NA,NA,NA,1,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Tradescantia ohiensis,bluejacket,"""1-5""",Y,NA,NA,NA,2,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Trifolium hybridum,alsike clover,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Unknown grass,Unknown grass,"""<1""",NA,NA,NA,NA,NA,Y,,"3 mm ligule, 5mm wide, bluish",6/22/21,Mary-Claire,,
275,"""76-95""",Verbena stricta,hoary verbena,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
275,"""76-95""",Viola sp.,voilet sp.,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
276,"""51-75""",Ageratina altissima,white snakeroot,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Carex rosea,rosy sedge,"""<1""",NA,Y,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Celastrus orbiculatus,Oriental bittersweet,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Circaea canadensis,broadleaf enchanter's nightshade,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Eutrochium purpureum,sweetscented joe pye weed,"""6-25""",NA,NA,NA,NA,1,,,purpurea ,6/22/21,Isaac,,
276,"""51-75""",Galium triflorum,fragrant bedstraw,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Geum canadense,white avens,"""<1""",Y,NA,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Helianthus grosseserratus,Saw-tooth Sunflower,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Lonicera X bella,Bell's honeysuckle,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Populus tremuloides,quaking aspen,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Smilax herbacea,smooth carrionflower,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Solidago canadensis,Canada goldenrod,"""26-50""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
276,"""51-75""",Torilis japonica,erect hedgeparsley,"""<1""",NA,NA,Y,NA,NA,,,torilis japonica,6/22/21,Isaac,,
276,"""51-75""",Veronicastrum virginicum,Culver's root,"""1-5""",NA,NA,NA,NA,3,,,,6/22/21,Isaac,,
276,"""51-75""",Viburnum rafinesqueanum,downy arrowwood,"""1-5""",NA,NA,NA,NA,2,,,,6/22/21,Isaac,,
277,"""26-50""",Ageratina altissima,white snakeroot,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
277,"""26-50""",Cornus sericea,redosier dogwood,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
277,"""26-50""",Galium triflorum,fragrant bedstraw,"""1-5""",NA,NA,NA,NA,2,,,,6/22/21,Isaac,,
277,"""26-50""",Helianthus strumosus,paleleaf woodland sunflower,"""6-25""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
277,"""26-50""",Monarda fistulosa,wild bergamot,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
277,"""26-50""",Quercus macrocarpa,bur oak,NA,NA,NA,NA,""">95""",NA,,,,6/22/21,Isaac,,
277,"""26-50""",Quercus rubra,northern red oak,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Isaac,,
277,"""26-50""",Solidago canadensis,Canada goldenrod,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
277,"""26-50""",Sphenopholis intermedia,slender wedgescale,"""6-25""",NA,NA,NA,NA,1,,,,6/22/21,Isaac,,
277,"""26-50""",Symphyotrichum lateriflorum,calico aster,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
278,"""1-25""",Erechtites hieraciifolius,American burnweed,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
278,"""1-25""",Erigeron canadensis,Canadian horseweed,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
278,"""1-25""",Galium asprellum,rough bedstraw,"""1-5""",NA,Y,NA,NA,NA,,,,6/22/21,Isaac,,
278,"""1-25""",Geum aleppicum,yellow avens,"""1-5""",NA,Y,NA,NA,NA,,,,6/22/21,Isaac,,
278,"""1-25""",Parthenocissus quinquefolia,Virginia creeper,"""6-25""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
278,"""1-25""",Solidago canadensis,Canada goldenrod,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
278,"""1-25""",Sphenopholis intermedia,slender wedgescale,"""1-5""",NA,NA,NA,NA,1,,,same as 271,6/22/21,Isaac,,
278,"""1-25""",Symphyotrichum lateriflorum,calico aster,"""1-5""",NA,NA,NA,NA,NA,,,,6/22/21,Isaac,,
279,"""1-25""",Avena sativa,common oat,"""6-25""",NA,Y,NA,NA,1,,,,6/22/21,Mary-Claire,,
279,"""1-25""",Erigeron canadensis,Canadian horseweed,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
279,"""1-25""",Potentilla simplex,common cinquefoil,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
279,"""1-25""",Rudbeckia hirta,blackeyed Susan,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
279,"""1-25""",Symphyotrichum sp.,aster sp.,"""<1""",NA,NA,Y,NA,NA,,,,6/22/21,Mary-Claire,,
279,"""1-25""",Trifolium hybridum,alsike clover,"""<1""",NA,NA,NA,NA,NA,,,,6/22/21,Mary-Claire,,
